TaskID;TaskName;TaskStatus;ResponsibleRoleName;ProcessLink;Artifact;Description;TimelyRelation;PLibVersion;Milestones;ImpactCategory;PredecessorTasks;OptimisticEstimate;OptimisticEstimateComment;MostLikelyEstimate;MostLikelyEstimateComment;PessimisticEstimate;PessimisticEstimateComment;FinalEstimation;LessonsLearntFactor;EffortEstimation;RemarksAssumptions;StudyProject;SWaaP;ProductLicensedToCustomer;ExternalSuppliers(Sub)project;RBInternalSWSupplierNoPSECGuidelines;EndeavourIsInnovation;OBDResponsibilityIsAtRB;NonGenericConfigManagement;SWSharingIsDoneInProject;PrjIsNotSuccessorProject;HasSecurityRelevantRequirements;ASILD;ASILC;ASILB;ASILA;QM;EDC17Prj;SWaaPIsCustPrj
Project_018;Project: Monitor and control planning of project milestones, effort, cost and resources;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CExecute+project+plans%2C+monitor+%26+control+Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;54;;-49;1;"16;17;22;23";"1;2;3;4;5";;8;small project;16;medium project;24;large project with many SW lines;16;1;16;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_019;Project: Monitor forecast package request plans, agree on the package delivery dates and track the capacity required;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation+Software%7CSW%3A+Execute+project+plans%2C+Monitor+%26+control-Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;-28;1;"15;16;17;18;22;23";"1;2;3;4";;2;Small changes;1;medium size project few tracking items;4;Lagre changes with many open items;1,666666667;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_020;Project: Perform Requirement Engineering Baseline Accepted inkl. Review;2;33;#http://fe-ecupkit.de.bosch.com/PDP/Procedure/mdPM_ECU_Project_LifeCycle.pdf#;;;-28;1;"16;17;22;23";"1;2;3;4";"Project_027;RM_005;Stakeholder_Requirements_001";4;small delivery content.  10-15 ISW;6;Medium content, 15-30 ISW;8;30+ ISW with complex changes;6;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_021;Project: Perform System Architecture Review;1;37;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Review+System+Architectural+Design&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;100;;-28;4;"16;17;22;23";"1;2";;10;experienced team, established build setup;20;carry over build setup with minor adoptations;30;inexperienced team, new build setup;20;1;20;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_022;Project: Plan SW-QGF;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;0;1;"22;23";"1;2;3;4;5";;1;experienced customer, few varients;2;needs tracking with customer;6;many varients, many follow up with customer;2,5;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_023;Project: Perform Review of SW-QGF;2;4;;;;0;2;3;"1;2;3;4;5";;0;;0;;0;;0;1;0;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_025;Project: Plan the removal of MISRA 2012 mandatory and AooB warnings;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design+Software%7CSW%3A+Maintain+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;-140;1;"22;23";"1;2;3;4";PVER_Delivery_023;2;small BugfixSW;4;standard SW till I400 typically;8;big SW with Development;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_026;Project: Perform Review of SW-QGP0;2;4;;;;0;2;4;"1;2;3;4;5";;2;Small changes;4;meduim changes with small tool issues;6;large changes with tool issue requiring tools team support;4;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_027;Project: Register all requirements and categorize the I-SW as Functional, defect or non-functional;1;32;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CChange+Request+Management+%28SYS+%26+SW%29%7CChange+Request+Registration+Subproject+SW%7CRegister+a+new+Issue+SW&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;43;;-49;1;"15;16;17;18;22;23";"1;2;3;4";Stakeholder_Requirements_001;12;4-6 requirements;40;15-20 requirements;80;30-50 requirements;42;1;42;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_028;Project: Prepare Project-Reporting to PRC;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design%7CManage+Project+Stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;54;"If possible use ProMotion reporting Tool https://abt-measdb-pmo.de.bosch.com/CPCBBMOpt/Default.aspx
get approvals for important issues (PMP, QG result, budget change etc ...) and for any deviations";0;1;"15;16;17;18;22;23";"1;2;3;4";;4;small project experienced PM;8;Dynalic project needs regular tracking, experienced PM;16;Dynalic project needs regular tracking;8,666666667;1;9;;"1;2;3;4";"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_029;Project: Review the SW resource plan against the actual utilization and update Project resource plan.;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation+Software%7CTrack+SW+resources&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;97;Define measures for any deviations;-28;1;"15;16;17;18;22;23";"1;2;3";;2;customer aware of prototype delivery;6;few queries from customer;8;lot of queries from customer requesting for explaination;5,666666667;1;6;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_030;Project: Take appropriate measures to ensure the customer is aware of and accepts the limitations and restrictions related to a Prototype-SW;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CProgram+Version+%28PVER%29&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;71;;0;1;21;"1;2;3;4;5";PVER_Creation_005;2;Minor changes to already existing data;3;Few changes for existing data;6;Many changes and needs total rework;3,333333333;1;3;;"1;2;3;4";;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_031;Project: Update the hazard analysis beginning of each subphase;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CExecute+project+plans%2C+monitor+%26+control+Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;39;;-49;1;"1;4;6;8";"1;2;3;4";;7;less failures due to less content of the PVER;10;Value is a detailed expert estimation done for customer negotiation;15;Value is a detailed expert estimation done for customer negotiation;10,33333333;1;10;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR
Project_032;Project: Prepare and Perform SW-QGC4;2;4;;;;0;2;2;"1;2;3;4;5";;1;small delivery content.  10-15 ISW;5;Medium content, 15-30 ISW;10;30+ ISW with complex changes;5,166666667;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_033;PVER Delivery: Update Initial SW Container for EWAK;2;4;;;;0;2;24;"1;2;3;4;5";;4;Carry over project all documents are carried over with minimal changes;8;Similar project already in series with adoptaions required;24;New project and documants to be created;10;1;10;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_034;Project Setup: Conduct PIA workshop;2;4;;;;0;2;"1;4;8";"1;2;3;4;5";;4;small update to already existing IndiSpec;8;medium changes;24;new Indi spec creation;10;1;10;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_035;Project: Update the project artefacts as per new Plib release;1;4;;;Link Not required;140;1;"1;2;4;5;7;8;9";"1;2;3;4";;2;small BugfixSW;4;standard SW till I400 typically;10;big SW with Development;4,666666667;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_036;Project Setup: Plan Project Cost and -Ressources in iGPM-MCR;2;4;;;;0;2;"1;4;8";"1;2;3;4;5";;1;Project is based on a previous project;4;Usual PIC (B or C), experienced CM-R;6;huge project. Less experience of CM-R;3,833333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_037;PVER Delivery: Create Initial SW Container for EWAK;2;4;;;;0;2;24;"1;2;3;4;5";;4;minor changes;8;few review  comments;16;major rework required;8,666666667;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_038;Project: Prepare and Perform SW-QGC0;2;4;;;;0;2;1;"1;2;3;4;5";;2;Baseline only to be updated;8;Baseline to be updated to new template;14;Baseline to be created newly;8;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_039;Project: Prepare project status with regard to changes and presented to project team/PRC;2;4;;;;0;2;"4;8";"1;2;3;4;5";;2;Very few open points and PM is experienced;4;few open points and PM is experienced;12;many open points with inexperienced PM;5;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_040;Project:  Assess open points from previous project milestones (PoC, QG, SE) and reviews;2;4;;;;0;2;"4;8";"1;2;3;4;5";;8;for 5 requirements + experienced developer;16;for 5 requirements + average experienced developer;24;for 5 requirements + new developer;16;1;16;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_041;Project: Implement and verfiy the functional and non-functional requirements for the current SW delivery (e.g. SW Version) according to the test plan and PSQAP.;2;4;;;;0;2;"5;9";"1;2;3;4;5";;2;small project;8;medium project experienced PM;16;large project, many subprojects, inexperienced PM;8,333333333;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_042;Project: Project status: Update project status with regard to changes and presented to project team;2;4;;;;0;2;"5;9";"1;2;3;4;5";;2;Very few open points;4;few open points;12;many open points;5;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_043;Project: Project OPL: Revisit open points from previous project milestones (PoC, QG, SE) and reviews;2;4;;;;0;2;"5;9";"1;2;3;4;5";;2;Very few open points;4;few open points;12;many open points;5;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_044;Project: Perform acceptance test -  Check for the required maturity of the SW elements or data that are provided by external services;2;4;;;;0;2;7;"1;2;3;4;5";;0,100000001;All artefacts readily available;1;find artefacts;2;inexperienced PM;1,016666667;1;1;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_046;Project: Prepare and Perform SW-QGF;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;76;;0;1;3;"1;2;3;4;5";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_047;Project: Perform Review of SW-QGF;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;77;If necessary do the Risk Assessment and get approval to it.;0;1;3;"1;2;3;4;5";Project_046;1;only formal - no risks;2;discussion about risks;3;RAS needed;2;1;2;;;"1;2;3";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_048;Project: Prepare and Perform SW-QGR;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;76;;0;1;6;"1;2;3;4;5";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_049;Project: Perform Review of SW-QGR;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;77;If necessary do the Risk Assessment and get approval to it.;0;1;6;"1;2;3;4;5";Project_048;1;only formal - no risks;2;discussion about risks;3;RAS needed;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_050;Project: Prepare and Perform SW-QGC0;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;76;;0;1;1;"1;2;3;4;5";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_051;Project: Perform Review of SW-QGC0;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;77;If necessary do the Risk Assessment and get approval to it.;0;1;1;"1;2;3;4;5";Project_050;1;only formal - no risks;2;discussion about risks;3;RAS needed;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_052;Project: Prepare and Perform SW-QGC4;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;76;;0;1;2;"1;2;3;4;5";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_053;Project: Perform Review of SW-QGC4;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;77;If necessary do the Risk Assessment and get approval to it.;0;1;2;"1;2;3;4;5";Project_052;1;only formal - no risks;2;discussion about risks;3;RAS needed;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_054;Project: Prepare and Perform QGP0;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;76;;0;1;8;"1;2;3;4;5";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_055;Project: Perform Review of QGP0;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;77;If necessary do the Risk Assessment and get approval to it.;0;1;8;"1;2;3;4;5";Project_054;1;only formal - no risks;2;discussion about risks;3;RAS needed;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_056;Project: Prepare and Perform QGP2;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;76;;0;1;9;"1;2;3;4;5";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_057;Project: Perform Review of QGP2;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;77;If necessary do the Risk Assessment and get approval to it.;0;1;9;"1;2;3;4;5";Project_056;1;only formal - no risks;2;discussion about risks;3;RAS needed;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_058;Project: Prepare and Perform SW-QGP0;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;76;;0;1;4;"1;2;3;4;5";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_059;Project: Perform Review of SW-QGP0;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;77;;0;1;4;"1;2;3;4;5";Project_058;1;only formal - no risks;2;discussion about risks;3;RAS needed;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_060;Project: Prepare and Perform SW-QGP2;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;76;;0;1;5;"1;2;3;4;5";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_061;Project: Perform Review of SW-QGP2;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Company+Standards%7CPS-EC+Standards%7CQMS-PS+PNMD-523+Quality+Gates&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;77;If necessary do the Risk Assessment and get approval to it.;0;1;5;"1;2;3;4;5";Project_060;1;only formal - no risks;2;discussion about risks;3;RAS needed;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_062;Project: create Focus Matrix and ensure continuous maintenance of it;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Product+Engineering+%28PE%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;31;;0;1;"1;4;8";"1;2;3";Scoping_003;8;only one or two new big features;16;"normal project; few new big features";40;huge PF project;18,66666667;1;19;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_063;"Project: Plan for ""Management of technical debt"" in the projects";1;29;#https://tc0003.si.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;"""Plan for technical debt
Evaluate Technical Debt costs in the project acc. cost model and consider them in project cost estimation
Decide on cleaning-up or keeping Technical Debt""";0;3;"1;4;8";"1;2;3;4";;2;very experienced PjM;3;average experienced PjM;5;unexperienced PjM;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_064;Project: Identify the Reference SW Architecture to be used;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Identify+the+Reference+SW+Architecture+to+be+used&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;133;;0;3;"1;4;8";"1;2";;2;Follow Up Project;22;new Project but known Product of Business Unit;82;new Product in Business Unit;28,66666667;1;29;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_065;Project: Plan for SW-Sharing Requirements;1;46;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=BCM+SWSH+Compiler&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;116;;-28;3;"15;16;17;18;22;23";"1;2;3;4";Project_009;3;Take Over from previous project;12;"experienced SWSH-M; typical SW-Sharing Usecase in the department";80;"experienced SWSH-M; never used SW-Sharing Usecase in the department";21,83333333;1;22;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
